Dataset,Shadows,FPR,k_frac,Metric,Precision_Mean,Precision_Std,Recall_Mean,Recall_Std
CIFAR-100,16,0.22051307399030456,3.0,Gradient norm (CSG),0.5195555555555557,0.019362685254037306,0.02374406176097098,0.0010170412095018926
CIFAR-100,16,0.22051307399030456,3.0,RMIA (Baseline),0.8955555555555555,0.01666518511933571,0.04092527384681303,0.0010702132915851015
CIFAR-100,16,0.22051307399030456,3.0,Random guess,0.6566133333333334,0.005083865545909813,0.6566133333333334,0.005083865545909813
CIFAR-100,16,0.22051307399030456,5.0,CSL-Diff-50 (Ours),0.9509333333333334,0.006984427121978037,0.07241596833068019,0.0007424828700573486
CIFAR-100,16,0.22051307399030456,5.0,CSL-Diff-40 (Ours),0.9498666666666667,0.006984427121978046,0.07233627754427453,0.0008788259377742973
CIFAR-100,16,0.22051307399030456,5.0,LT-IQR (Pollock et al.),0.9293333333333335,0.008771671575145893,0.07077378979780356,0.0010423177610645819
CIFAR-100,16,0.22051307399030456,5.0,Loss,0.4416,0.010792590050585624,0.033628730381088136,0.0008509795593677434
CIFAR-100,16,0.22051307399030456,5.0,Gradient norm (CSG),0.5082666666666666,0.017892518610364012,0.03871323972187773,0.0015809077974222696
CIFAR-100,16,0.22051307399030456,5.0,RMIA (Baseline),0.8970666666666666,0.02003019942209482,0.06832592763161845,0.0020431046983384626
CIFAR-100,16,0.22051307399030456,5.0,Random guess,0.6566133333333334,0.005083865545909813,0.6566133333333334,0.005083865545909813
CIFAR-100,16,0.2477076355991709,0.1,CSL-Diff-50 (Ours),1.0,0.0,0.001448546325371433,1.2621975763972467e-05
CIFAR-100,16,0.2477076355991709,0.1,CSL-Diff-40 (Ours),1.0,0.0,0.001448546325371433,1.2621975763972467e-05
CIFAR-100,16,0.2477076355991709,0.1,LT-IQR (Pollock et al.),0.9866666666666667,0.018856180831641284,0.001429469273157541,3.956111355232377e-05
CIFAR-100,16,0.2477076355991709,0.1,Loss,0.17333333333333334,0.16110727964792765,0.0002521072575469197,0.00023479528779927602
CIFAR-100,16,0.2477076355991709,0.1,Gradient norm (CSG),0.6133333333333333,0.21746008573733452,0.0008911269326658602,0.0003210983240988499
CIFAR-100,16,0.2477076355991709,0.1,RMIA (Baseline),0.8533333333333334,0.04988876515698589,0.001236270788514773,7.64216820824036e-05
CIFAR-100,16,0.2477076355991709,0.1,Random guess,0.6904,0.006051600339304176,0.6904,0.006051600339304176
CIFAR-100,16,0.2477076355991709,1.0,CSL-Diff-50 (Ours),0.9826666666666667,0.009977753031397186,0.014233237046562834,6.069689647180677e-05
CIFAR-100,16,0.2477076355991709,1.0,CSL-Diff-40 (Ours),0.9826666666666667,0.006798692684790386,0.014233572569815328,4.563347694227137e-05
CIFAR-100,16,0.2477076355991709,1.0,LT-IQR (Pollock et al.),0.9693333333333333,0.01236482466066095,0.014040413735040752,0.00015507124968921422
CIFAR-100,16,0.2477076355991709,1.0,Loss,0.3173333333333333,0.033359989341858146,0.004599009026934817,0.0005063288287084633
CIFAR-100,16,0.2477076355991709,1.0,Gradient norm (CSG),0.5786666666666668,0.042624979635055404,0.008387347559948116,0.0006833913871087282
CIFAR-100,16,0.2477076355991709,1.0,RMIA (Baseline),0.8973333333333334,0.027776888874666235,0.013001428685628107,0.0005052095368361792
CIFAR-100,16,0.2477076355991709,1.0,Random guess,0.6904,0.006051600339304176,0.6904,0.006051600339304176
CIFAR-100,16,0.2477076355991709,2.0,CSL-Diff-50 (Ours),0.976,0.0016329931618554536,0.02827566392111856,0.00025541934740092894
CIFAR-100,16,0.2477076355991709,2.0,CSL-Diff-40 (Ours),0.976,0.0016329931618554536,0.02827566392111856,0.00025541934740092894
CIFAR-100,16,0.2477076355991709,2.0,LT-IQR (Pollock et al.),0.9626666666666667,0.006798692684790385,0.027889977648206204,0.00036537948586054796
CIFAR-100,16,0.2477076355991709,2.0,Loss,0.37399999999999994,0.02673325020768456,0.010839665239840484,0.0008396009072956253
CIFAR-100,16,0.2477076355991709,2.0,Gradient norm (CSG),0.568,0.037416573867739396,0.01646407258687281,0.0012100193508155002
CIFAR-100,16,0.2477076355991709,2.0,RMIA (Baseline),0.9026666666666667,0.01602775370689509,0.026155116940153628,0.0006886610818233248
CIFAR-100,16,0.2477076355991709,2.0,Random guess,0.6904,0.006051600339304176,0.6904,0.006051600339304176
CIFAR-100,16,0.2477076355991709,3.0,CSL-Diff-50 (Ours),0.971111111111111,0.0038232556742411553,0.04220224673951276,0.00051853290860858
CIFAR-100,16,0.2477076355991709,3.0,CSL-Diff-40 (Ours),0.9688888888888889,0.0022662308949301167,0.04210472938932375,0.0004135134089623865
CIFAR-100,16,0.2477076355991709,3.0,LT-IQR (Pollock et al.),0.9488888888888889,0.006190394789859631,0.041236095716826154,0.0005186884279684481
CIFAR-100,16,0.2477076355991709,3.0,Loss,0.4288888888888889,0.021231237177770996,0.01863707109795384,0.0009244253535720363
CIFAR-100,16,0.2477076355991709,3.0,Gradient norm (CSG),0.5742222222222222,0.016159696855731397,0.024957729276746787,0.0008617081606276142
CIFAR-100,16,0.2477076355991709,3.0,RMIA (Baseline),0.9075555555555556,0.01486066977537821,0.03944459559890051,0.0009806977523557064
CIFAR-100,16,0.2477076355991709,3.0,Random guess,0.6904,0.006051600339304176,0.6904,0.006051600339304176
CIFAR-100,16,0.2477076355991709,5.0,CSL-Diff-50 (Ours),0.9552,0.007533038342306979,0.06918158725554337,0.0007276597290095313
CIFAR-100,16,0.2477076355991709,5.0,CSL-Diff-40 (Ours),0.9549333333333334,0.006575374936500244,0.06916318124983446,0.0007635651085921148
CIFAR-100,16,0.2477076355991709,5.0,LT-IQR (Pollock et al.),0.9338666666666667,0.008270966623611107,0.06763878118846454,0.0009433320096866455
CIFAR-100,16,0.2477076355991709,5.0,Loss,0.48533333333333334,0.01045795816060138,0.035150993329913435,0.000803698763616025
CIFAR-100,16,0.2477076355991709,5.0,Gradient norm (CSG),0.5674666666666667,0.016057673831812908,0.041107824098071226,0.0014507957268108933
CIFAR-100,16,0.2477076355991709,5.0,RMIA (Baseline),0.9090666666666666,0.016031080922868427,0.06585134699943702,0.001726631849950323
CIFAR-100,16,0.2477076355991709,5.0,Random guess,0.6904,0.006051600339304176,0.6904,0.006051600339304176
CIFAR-100,16,0.2782559402207126,0.1,CSL-Diff-50 (Ours),1.0,0.0,0.0013728350507042169,1.100039172401505e-05
CIFAR-100,16,0.2782559402207126,0.1,CSL-Diff-40 (Ours),1.0,0.0,0.0013728350507042169,1.100039172401505e-05
CIFAR-100,16,0.2782559402207126,0.1,LT-IQR (Pollock et al.),0.9866666666666667,0.018856180831641284,0.0013547377960577466,3.658588538043508e-05
CIFAR-100,16,0.2782559402207126,0.1,Loss,0.18666666666666668,0.15434449203720302,0.00025734528463288467,0.0002132616138810554
CIFAR-100,16,0.2782559402207126,0.1,Gradient norm (CSG),0.64,0.21416504538945347,0.0008808308286146572,0.00029951166100247885
CIFAR-100,16,0.2782559402207126,0.1,RMIA (Baseline),0.8933333333333334,0.018856180831641284,0.001226511050881221,3.230561717076851e-05
CIFAR-100,16,0.2782559402207126,0.1,Random guess,0.7284666666666665,0.005870089910346824,0.7284666666666665,0.005870089910346824
CIFAR-100,16,0.2782559402207126,1.0,CSL-Diff-50 (Ours),0.9826666666666667,0.009977753031397186,0.01348937263324683,5.4070919000182495e-05
CIFAR-100,16,0.2782559402207126,1.0,CSL-Diff-40 (Ours),0.984,0.005656854249492386,0.013508075260840734,3.1296054739857503e-05
CIFAR-100,16,0.2782559402207126,1.0,LT-IQR (Pollock et al.),0.9706666666666667,0.010498677165349092,0.013324967643918684,0.00011870418938786392
CIFAR-100,16,0.2782559402207126,1.0,Loss,0.3706666666666667,0.024944382578492966,0.005090632722532883,0.0003725833471006156
CIFAR-100,16,0.2782559402207126,1.0,Gradient norm (CSG),0.6413333333333333,0.05188020388891663,0.008810139008426001,0.0007785544745551414
CIFAR-100,16,0.2782559402207126,1.0,RMIA (Baseline),0.9119999999999999,0.026733250207684547,0.012523093696675175,0.00046286310864582377
CIFAR-100,16,0.2782559402207126,1.0,Random guess,0.7284666666666665,0.005870089910346824,0.7284666666666665,0.005870089910346824
CIFAR-100,16,0.2782559402207126,2.0,CSL-Diff-50 (Ours),0.9773333333333333,0.0009428090415820641,0.026834253650654293,0.00020449950078682338
CIFAR-100,16,0.2782559402207126,2.0,CSL-Diff-40 (Ours),0.9773333333333333,0.0009428090415820641,0.026834253650654293,0.00020449950078682338
CIFAR-100,16,0.2782559402207126,2.0,LT-IQR (Pollock et al.),0.9653333333333333,0.005734883511361756,0.026504822033909248,0.00026031899272810377
CIFAR-100,16,0.2782559402207126,2.0,Loss,0.424,0.027856776554368246,0.011645797514897208,0.0008303636881333083
CIFAR-100,16,0.2782559402207126,2.0,Gradient norm (CSG),0.636,0.03826225293941802,0.017470829561443895,0.0011838047104085593
CIFAR-100,16,0.2782559402207126,2.0,RMIA (Baseline),0.9146666666666667,0.01791337179005922,0.025117521966243176,0.0006850496016067329
CIFAR-100,16,0.2782559402207126,2.0,Random guess,0.7284666666666665,0.005870089910346824,0.7284666666666665,0.005870089910346824
CIFAR-100,16,0.2782559402207126,3.0,CSL-Diff-50 (Ours),0.9733333333333333,0.0028803291992924077,0.040087437648934535,0.0004116726969142212
CIFAR-100,16,0.2782559402207126,3.0,CSL-Diff-40 (Ours),0.971111111111111,0.001662958838566201,0.03999538914790963,0.00034301850078263
CIFAR-100,16,0.2782559402207126,3.0,LT-IQR (Pollock et al.),0.952,0.0054433105395181635,0.03920825037381904,0.00039494502385669235
CIFAR-100,16,0.2782559402207126,3.0,Loss,0.4831111111111111,0.019178176898125687,0.019898337195707338,0.0008424391797088574
CIFAR-100,16,0.2782559402207126,3.0,Gradient norm (CSG),0.6382222222222222,0.01746389573723421,0.026290281565567137,0.0009069762793437634
CIFAR-100,16,0.2782559402207126,3.0,RMIA (Baseline),0.9177777777777778,0.015098033556856036,0.037803425894171294,0.0009099014589860919
CIFAR-100,16,0.2782559402207126,3.0,Random guess,0.7284666666666665,0.005870089910346824,0.7284666666666665,0.005870089910346824
CIFAR-100,16,0.2782559402207126,5.0,CSL-Diff-50 (Ours),0.9589333333333334,0.006069230227595209,0.06582165593560711,0.000543233493562265
CIFAR-100,16,0.2782559402207126,5.0,CSL-Diff-40 (Ours),0.9592,0.0058057442818872425,0.06584037482834233,0.000578724470723573
CIFAR-100,16,0.2782559402207126,5.0,LT-IQR (Pollock et al.),0.9394666666666667,0.006208238254305498,0.06448689657360342,0.0006957791566948127
CIFAR-100,16,0.2782559402207126,5.0,Loss,0.5408,0.00942054492408303,0.03712247533524104,0.0007651209756742987
CIFAR-100,16,0.2782559402207126,5.0,Gradient norm (CSG),0.6325333333333334,0.018129411340569116,0.04342724671793807,0.0015613553506086248
CIFAR-100,16,0.2782559402207126,5.0,RMIA (Baseline),0.9186666666666667,0.016110727964792775,0.0630676558724178,0.0016011908820859225
CIFAR-100,16,0.2782559402207126,5.0,Random guess,0.7284666666666665,0.005870089910346824,0.7284666666666665,0.005870089910346824
CIFAR-100,16,0.31257158496882353,0.1,CSL-Diff-50 (Ours),1.0,0.0,0.0013021925141442356,7.332332819857717e-06
CIFAR-100,16,0.31257158496882353,0.1,CSL-Diff-40 (Ours),1.0,0.0,0.0013021925141442356,7.332332819857717e-06
CIFAR-100,16,0.31257158496882353,0.1,LT-IQR (Pollock et al.),0.9866666666666667,0.018856180831641284,0.0012849588602649401,3.132103123913884e-05
CIFAR-100,16,0.31257158496882353,0.1,Loss,0.18666666666666668,0.15434449203720302,0.00024348201731985591,0.00020126251775618158
CIFAR-100,16,0.31257158496882353,0.1,Gradient norm (CSG),0.68,0.21416504538945347,0.0008870608815953277,0.0002834189704567651
CIFAR-100,16,0.31257158496882353,0.1,RMIA (Baseline),0.9066666666666667,0.018856180831641284,0.0011806333668153912,2.4476233882745582e-05
CIFAR-100,16,0.31257158496882353,0.1,Random guess,0.76796,0.004331958756344158,0.76796,0.004331958756344158
CIFAR-100,16,0.31257158496882353,1.0,CSL-Diff-50 (Ours),0.9853333333333333,0.010498677165349092,0.01283027116181268,8.211765211218646e-05
CIFAR-100,16,0.31257158496882353,1.0,CSL-Diff-40 (Ours),0.9866666666666667,0.006798692684790386,0.012847805000327997,1.8789439970138937e-05
CIFAR-100,16,0.31257158496882353,1.0,LT-IQR (Pollock et al.),0.9733333333333333,0.009977753031397186,0.012674331261017108,0.00011532529426914674
CIFAR-100,16,0.31257158496882353,1.0,Loss,0.4106666666666667,0.033038697848970316,0.0053499698456442426,0.00045739364294821344
CIFAR-100,16,0.31257158496882353,1.0,Gradient norm (CSG),0.7053333333333333,0.043492017147466894,0.009187849419169641,0.0006140938435159193
CIFAR-100,16,0.31257158496882353,1.0,RMIA (Baseline),0.9226666666666666,0.019955506062794334,0.012016358502180816,0.0003269579374627705
CIFAR-100,16,0.31257158496882353,1.0,Random guess,0.76796,0.004331958756344158,0.76796,0.004331958756344158
CIFAR-100,16,0.31257158496882353,2.0,CSL-Diff-50 (Ours),0.9806666666666667,0.0009428090415820641,0.025540443577716187,0.00016369955891365123
CIFAR-100,16,0.31257158496882353,2.0,CSL-Diff-40 (Ours),0.9813333333333333,0.0009428090415820641,0.025557827323913488,0.00016696399209066348
CIFAR-100,16,0.31257158496882353,2.0,LT-IQR (Pollock et al.),0.9693333333333333,0.005249338582674546,0.02524517404446658,0.00019797793345071565
CIFAR-100,16,0.31257158496882353,2.0,Loss,0.476,0.03513782387494518,0.012400261319941206,0.0009593467438749549
CIFAR-100,16,0.31257158496882353,2.0,Gradient norm (CSG),0.7013333333333334,0.03065217048686037,0.018269566726302613,0.0008910811894869287
CIFAR-100,16,0.31257158496882353,2.0,RMIA (Baseline),0.9239999999999999,0.013366625103842254,0.024066041600831287,0.0004600199839534052
CIFAR-100,16,0.31257158496882353,2.0,Random guess,0.76796,0.004331958756344158,0.76796,0.004331958756344158
CIFAR-100,16,0.31257158496882353,3.0,CSL-Diff-50 (Ours),0.9768888888888889,0.0033259176771323526,0.038163610708341296,0.00034004765115642425
CIFAR-100,16,0.31257158496882353,3.0,CSL-Diff-40 (Ours),0.9751111111111112,0.0016629588385662008,0.038093665968358476,0.00025519096635749335
CIFAR-100,16,0.31257158496882353,3.0,LT-IQR (Pollock et al.),0.9568888888888889,0.006378977819736605,0.03738163129255657,0.0003299555280763979
CIFAR-100,16,0.31257158496882353,3.0,Loss,0.5364444444444444,0.017899582724979792,0.020957921155701553,0.0007456766753902942
CIFAR-100,16,0.31257158496882353,3.0,Gradient norm (CSG),0.7097777777777777,0.01687718892982002,0.02773029183195679,0.0007626898748954275
CIFAR-100,16,0.31257158496882353,3.0,RMIA (Baseline),0.9262222222222222,0.012711421907622289,0.0361856924557303,0.0006615904631545868
CIFAR-100,16,0.31257158496882353,3.0,Random guess,0.76796,0.004331958756344158,0.76796,0.004331958756344158
CIFAR-100,16,0.31257158496882353,5.0,CSL-Diff-50 (Ours),0.9632000000000001,0.005694441734416676,0.06271351043766553,0.0005033491302980966
CIFAR-100,16,0.31257158496882353,5.0,CSL-Diff-40 (Ours),0.9637333333333333,0.0055553777749332645,0.06274836448435199,0.0005129187263209167
CIFAR-100,16,0.31257158496882353,5.0,LT-IQR (Pollock et al.),0.9458666666666667,0.007165348716023647,0.061585224434291486,0.0006038379548284744
CIFAR-100,16,0.31257158496882353,5.0,Loss,0.5989333333333333,0.008167142843260589,0.03899713548267491,0.000626959778246147
CIFAR-100,16,0.31257158496882353,5.0,Gradient norm (CSG),0.6981333333333333,0.018617076987420853,0.04545953152494169,0.0013845393062982831
CIFAR-100,16,0.31257158496882353,5.0,RMIA (Baseline),0.9269333333333333,0.015099080178018217,0.06035735235361808,0.0012978880201188466
CIFAR-100,16,0.31257158496882353,5.0,Random guess,0.76796,0.004331958756344158,0.76796,0.004331958756344158
CIFAR-100,16,0.3511191734215127,0.1,CSL-Diff-50 (Ours),1.0,0.0,0.0012398478112488464,6.569505515831336e-06
CIFAR-100,16,0.3511191734215127,0.1,CSL-Diff-40 (Ours),1.0,0.0,0.0012398478112488464,6.569505515831336e-06
CIFAR-100,16,0.3511191734215127,0.1,LT-IQR (Pollock et al.),0.9866666666666667,0.018856180831641284,0.0012234403819648668,2.977307659187492e-05
CIFAR-100,16,0.3511191734215127,0.1,Loss,0.25333333333333335,0.11469767022723504,0.0003147158051937283,0.00014339472199163323
CIFAR-100,16,0.3511191734215127,0.1,Gradient norm (CSG),0.7333333333333334,0.17987650084309387,0.0009102102491561981,0.00022671465277648191
CIFAR-100,16,0.3511191734215127,0.1,RMIA (Baseline),0.9199999999999999,0.032659863237109024,0.0011404737610464324,3.531140802719834e-05
CIFAR-100,16,0.3511191734215127,0.1,Random guess,0.8065733333333333,0.004289812220702543,0.8065733333333333,0.004289812220702543
CIFAR-100,16,0.3511191734215127,1.0,CSL-Diff-50 (Ours),0.988,0.00979795897113272,0.012249137699231083,7.265825855989452e-05
CIFAR-100,16,0.3511191734215127,1.0,CSL-Diff-40 (Ours),0.9893333333333333,0.004988876515698593,0.012265917579120078,2.1182596461316557e-05
CIFAR-100,16,0.3511191734215127,1.0,LT-IQR (Pollock et al.),0.976,0.011313708498984772,0.012100540535169733,0.0001218252195276709
CIFAR-100,16,0.3511191734215127,1.0,Loss,0.4706666666666666,0.013597385369580746,0.005836416662999606,0.00019814614291264855
CIFAR-100,16,0.3511191734215127,1.0,Gradient norm (CSG),0.7773333333333333,0.017987650084309404,0.009638926717664581,0.00027307512417436297
CIFAR-100,16,0.3511191734215127,1.0,RMIA (Baseline),0.94,0.017281975195754258,0.011655683473526203,0.00027436448967309594
CIFAR-100,16,0.3511191734215127,1.0,Random guess,0.8065733333333333,0.004289812220702543,0.8065733333333333,0.004289812220702543
CIFAR-100,16,0.3511191734215127,2.0,CSL-Diff-50 (Ours),0.9833333333333334,0.003399346342395193,0.024383795844079324,0.00017256994229348575
CIFAR-100,16,0.3511191734215127,2.0,CSL-Diff-40 (Ours),0.9853333333333333,0.003399346342395193,0.024433389756529273,0.00017280171395839508
CIFAR-100,16,0.3511191734215127,2.0,LT-IQR (Pollock et al.),0.9733333333333333,0.00736357401145818,0.02413563840451305,0.0002162974219691732
CIFAR-100,16,0.3511191734215127,2.0,Loss,0.5386666666666666,0.0221710521977545,0.013359961605845167,0.0006138040326433401
CIFAR-100,16,0.3511191734215127,2.0,Gradient norm (CSG),0.7706666666666667,0.013299958228840015,0.01911192267151329,0.0004293007499569136
CIFAR-100,16,0.3511191734215127,2.0,RMIA (Baseline),0.9366666666666666,0.008993825042154655,0.023227475807677422,0.00033273474880921884
CIFAR-100,16,0.3511191734215127,2.0,Random guess,0.8065733333333333,0.004289812220702543,0.8065733333333333,0.004289812220702543
CIFAR-100,16,0.3511191734215127,3.0,CSL-Diff-50 (Ours),0.9804444444444446,0.004532461789860269,0.03646830140057009,0.00028930841855531785
CIFAR-100,16,0.3511191734215127,3.0,CSL-Diff-40 (Ours),0.9791111111111112,0.002739739556875117,0.03641852291483163,0.0002281234049960322
CIFAR-100,16,0.3511191734215127,3.0,LT-IQR (Pollock et al.),0.9613333333333335,0.008640987597877155,0.03575664724446723,0.0003156705393076808
CIFAR-100,16,0.3511191734215127,3.0,Loss,0.5955555555555555,0.011640711869963375,0.02215319374370242,0.0005068042856770951
CIFAR-100,16,0.3511191734215127,3.0,Gradient norm (CSG),0.7777777777777778,0.01034706375717583,0.028931520640632143,0.0005208985208713233
CIFAR-100,16,0.3511191734215127,3.0,RMIA (Baseline),0.9382222222222222,0.009258962958222094,0.034899196737903586,0.0005143085497683787
CIFAR-100,16,0.3511191734215127,3.0,Random guess,0.8065733333333333,0.004289812220702543,0.8065733333333333,0.004289812220702543
CIFAR-100,16,0.3511191734215127,5.0,CSL-Diff-50 (Ours),0.9688,0.006819579654690345,0.06005692026974158,0.0003520532941292294
CIFAR-100,16,0.3511191734215127,5.0,CSL-Diff-40 (Ours),0.9696000000000001,0.006788225099390893,0.060106699581487046,0.00038048728068936313
CIFAR-100,16,0.3511191734215127,5.0,LT-IQR (Pollock et al.),0.9520000000000001,0.00962219656142333,0.059015073179666554,0.00050686584020049
CIFAR-100,16,0.3511191734215127,5.0,Loss,0.6565333333333334,0.009382726445738208,0.04070113490471765,0.0006878151068752818
CIFAR-100,16,0.3511191734215127,5.0,Gradient norm (CSG),0.7674666666666666,0.012050265096208022,0.04758087607010738,0.0009883190416885672
CIFAR-100,16,0.3511191734215127,5.0,RMIA (Baseline),0.9373333333333332,0.011853925744476213,0.05811137668606308,0.001037251815617785
CIFAR-100,16,0.3511191734215127,5.0,Random guess,0.8065733333333333,0.004289812220702543,0.8065733333333333,0.004289812220702543
CIFAR-100,16,0.3944206059437656,0.1,CSL-Diff-50 (Ours),1.0,0.0,0.0011816207715092811,6.401771782081714e-06
CIFAR-100,16,0.3944206059437656,0.1,CSL-Diff-40 (Ours),1.0,0.0,0.0011816207715092811,6.401771782081714e-06
CIFAR-100,16,0.3944206059437656,0.1,LT-IQR (Pollock et al.),0.9866666666666667,0.018856180831641284,0.0011659566111082787,2.7295072082551837e-05
CIFAR-100,16,0.3944206059437656,0.1,Loss,0.2933333333333334,0.09977753031397177,0.0003469248712314196,0.00011838906643313165
CIFAR-100,16,0.3944206059437656,0.1,Gradient norm (CSG),0.7866666666666666,0.16759740119968708,0.0009305200377101953,0.00020245467595341065
CIFAR-100,16,0.3944206059437656,0.1,RMIA (Baseline),0.9333333333333332,0.049888765156985884,0.0011026879976143138,5.600719719586904e-05
CIFAR-100,16,0.3944206059437656,0.1,Random guess,0.84632,0.004575529113301185,0.84632,0.004575529113301185
CIFAR-100,16,0.3944206059437656,1.0,CSL-Diff-50 (Ours),0.992,0.0065319726474218145,0.011721543508221613,8.255761058806724e-05
CIFAR-100,16,0.3944206059437656,1.0,CSL-Diff-40 (Ours),0.9933333333333333,0.0018856180831641283,0.011737342213773072,4.9068219765830485e-05
CIFAR-100,16,0.3944206059437656,1.0,LT-IQR (Pollock et al.),0.9813333333333333,0.009428090415820642,0.01159575605763055,0.00013825712611786198
CIFAR-100,16,0.3944206059437656,1.0,Loss,0.5386666666666667,0.011469767022723513,0.006365703236995525,0.00016899845858340975
CIFAR-100,16,0.3944206059437656,1.0,Gradient norm (CSG),0.824,0.02141650453894532,0.009737163869769977,0.0002795293028449271
CIFAR-100,16,0.3944206059437656,1.0,RMIA (Baseline),0.952,0.011313708498984719,0.011249574444083083,0.00018365663884966732
CIFAR-100,16,0.3944206059437656,1.0,Random guess,0.84632,0.004575529113301185,0.84632,0.004575529113301185
CIFAR-100,16,0.3944206059437656,2.0,CSL-Diff-50 (Ours),0.9860000000000001,0.0028284271247461922,0.023301904495752073,0.00019096676887066377
CIFAR-100,16,0.3944206059437656,2.0,CSL-Diff-40 (Ours),0.9886666666666667,0.0024944382578492965,0.023364833487013445,0.00017708303807442195
CIFAR-100,16,0.3944206059437656,2.0,LT-IQR (Pollock et al.),0.9766666666666666,0.00659966329107445,0.023081452838289804,0.0002479242798151693
CIFAR-100,16,0.3944206059437656,2.0,Loss,0.6146666666666666,0.020154955277107985,0.014526293819341748,0.0004883483336394058
CIFAR-100,16,0.3944206059437656,2.0,Gradient norm (CSG),0.8273333333333333,0.013299958228840015,0.019551760960641196,0.000323443139052508
CIFAR-100,16,0.3944206059437656,2.0,RMIA (Baseline),0.9486666666666667,0.009568466729604892,0.02241925474207929,0.00025330117466558684
CIFAR-100,16,0.3944206059437656,2.0,Random guess,0.84632,0.004575529113301185,0.84632,0.004575529113301185
CIFAR-100,16,0.3944206059437656,3.0,CSL-Diff-50 (Ours),0.9835555555555556,0.003142696805273565,0.03486626170064893,0.0002969168658948278
CIFAR-100,16,0.3944206059437656,3.0,CSL-Diff-40 (Ours),0.9826666666666667,0.0018856180831641283,0.03483452322568265,0.0002531439943911282
CIFAR-100,16,0.3944206059437656,3.0,LT-IQR (Pollock et al.),0.9648888888888889,0.009258962958222114,0.034204631119248326,0.00043245538319200915
CIFAR-100,16,0.3944206059437656,3.0,Loss,0.6653333333333333,0.021416504538945367,0.023582871935926567,0.0006977918754335346
CIFAR-100,16,0.3944206059437656,3.0,Gradient norm (CSG),0.8368888888888889,0.014374188114485518,0.02966697620471891,0.000555180849256773
CIFAR-100,16,0.3944206059437656,3.0,RMIA (Baseline),0.9488888888888889,0.0080246533712301,0.033636818361538735,0.0003381907262352671
CIFAR-100,16,0.3944206059437656,3.0,Random guess,0.84632,0.004575529113301185,0.84632,0.004575529113301185
CIFAR-100,16,0.3944206059437656,5.0,CSL-Diff-50 (Ours),0.9746666666666667,0.005279730632859601,0.05758464808056682,0.0004827896081434902
CIFAR-100,16,0.3944206059437656,5.0,CSL-Diff-40 (Ours),0.9749333333333333,0.004945929864264381,0.05760058459062518,0.0004922679351769064
CIFAR-100,16,0.3944206059437656,5.0,LT-IQR (Pollock et al.),0.9570666666666666,0.008771671575145893,0.05654462324326942,0.0006142127175234318
CIFAR-100,16,0.3944206059437656,5.0,Loss,0.7248,0.016894969665554278,0.04281910361871358,0.0008997393777745563
CIFAR-100,16,0.3944206059437656,5.0,Gradient norm (CSG),0.8264,0.015402164350073204,0.048825088903226586,0.0009709369076145986
CIFAR-100,16,0.3944206059437656,5.0,RMIA (Baseline),0.9472,0.010512215117027771,0.055963459667568195,0.0008287827898688796
CIFAR-100,16,0.3944206059437656,5.0,Random guess,0.84632,0.004575529113301185,0.84632,0.004575529113301185
CIFAR-100,16,0.44306214575838776,0.1,CSL-Diff-50 (Ours),1.0,0.0,0.001129529067358364,3.527211950304561e-06
CIFAR-100,16,0.44306214575838776,0.1,CSL-Diff-40 (Ours),1.0,0.0,0.001129529067358364,3.527211950304561e-06
CIFAR-100,16,0.44306214575838776,0.1,LT-IQR (Pollock et al.),0.9866666666666667,0.018856180831641284,0.0011145133759608537,2.3749837443330043e-05
CIFAR-100,16,0.44306214575838776,0.1,Loss,0.38666666666666666,0.13199326582148885,0.000437064112549442,0.00014979078676229842
CIFAR-100,16,0.44306214575838776,0.1,Gradient norm (CSG),0.8266666666666667,0.16759740119968716,0.0009342519079291249,0.00019176085144137326
CIFAR-100,16,0.44306214575838776,0.1,RMIA (Baseline),0.96,0.032659863237109024,0.0010842382065827608,3.370424979497951e-05
CIFAR-100,16,0.44306214575838776,0.1,Random guess,0.8853333333333334,0.0027597745479577785,0.8853333333333334,0.0027597745479577785
CIFAR-100,16,0.44306214575838776,1.0,CSL-Diff-50 (Ours),0.9933333333333333,0.004988876515698593,0.011219919649171947,5.3300396266933134e-05
CIFAR-100,16,0.44306214575838776,1.0,CSL-Diff-40 (Ours),0.9946666666666667,0.0018856180831641283,0.01123498412141053,1.4928976222562554e-05
CIFAR-100,16,0.44306214575838776,1.0,LT-IQR (Pollock et al.),0.9826666666666667,0.007542472332656513,0.011099586858228457,0.00010130836259523276
CIFAR-100,16,0.44306214575838776,1.0,Loss,0.6306666666666666,0.013597385369580772,0.007123790883650224,0.0001650024353568776
CIFAR-100,16,0.44306214575838776,1.0,Gradient norm (CSG),0.8786666666666667,0.03034615113797614,0.009925595851525845,0.00036618451921446816
CIFAR-100,16,0.44306214575838776,1.0,RMIA (Baseline),0.9666666666666667,0.006798692684790386,0.010918764763391256,8.172787061527998e-05
CIFAR-100,16,0.44306214575838776,1.0,Random guess,0.8853333333333334,0.0027597745479577785,0.8853333333333334,0.0027597745479577785
CIFAR-100,16,0.44306214575838776,2.0,CSL-Diff-50 (Ours),0.9899999999999999,0.0032659863237109073,0.02236484614901708,0.00013413190301958452
CIFAR-100,16,0.44306214575838776,2.0,CSL-Diff-40 (Ours),0.992,0.0032659863237109073,0.022410027311711416,0.00013426301488107556
